TURNO	Data e Hora	Responsável	Doca 19	Doca 20	Doca 21	Doca 22	Doca 23	Doca 24	Doca 25	Doca 26	Agendadas 	Recebidas	Back log 	Back Log	Recebidas 	Lançadas  	Pendetes de TU	NF Pendentes 	Qualidade solicitados 	Qualidade atendidos 	Wave em separação	Wave em Pesagem	Wave na Eclusa	Waves Separadas	Wavem em fila	Itens contados	Itens Recontados	Observações
TURNO 2	11/08/2025	Edmars	0	0	0	0	0	0	0	0	2	4	0	6	16	14	0	5 NFs pendente para embalar já com as TUs	10	10	2865	2673	2673	2673	2874 Cremes	5	0	Tratativas de campos transitórios; Atendimento a engenharia; Atendimento a pesagem; 2 Veículos extras.
TURNO 3	11/08/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	2	4	0	6	16	19	0	3 com chamado aberto	o	o	2874- 50 posições separadas 43 pendentes	2865	2865	2865	0	3	0	Atendimento pendencias Atendimento complementar Devolução  Eclusa Mantendo a organização da área 30 Guarda de 55 paletes no piso Atuação em campo transitório Tratativa e reintegração dos itens retirados do estoque no check de posições
TURNO 1	12/08/2025	Marcior	0	0	0	0	1 em andamento 	0	0	0	2	1 parcial 	1	0	1 em andamento 	0	1	2	4	4	2867	2867	2867	Parcial 230 posições 	2875  Transferência 898939518	2	2	Atuamos devolução  Atuamos em contagem  Atuamos não campos transitórios  Suporte a passagem  Suporte ao time fabricação  Verificação de posições 
TURNO 2	12/08/2025	Edmars	0	0	0	0	0	0	0	0	3	3	0	O	17	2	15	15	5	5	2870	2867	2867	2867 / 2877	2881	6	0	Atendimento de pendências; Atendimento de ordens complementares; Baixa de materiais para engenharia; Apoio ao time da pesagem;  
TURNO 3	12/08/2025	Vanete Assuncao	0	0	0	1	0	0	0	0	3	3	0	0	17	17	0	3 Notas:  1-Sem laudo(solicitado por e-mail) 2- Não aparece campo de lote(chamado aberto)	0	0	2870	2870	2870/2880	2880- Complementar 2870- 136 Posições separadas 20 Pendentes	2881	0	0	Atendimento a pendencias Atendimento Complementar Devolução Movimentação de paletes para Eclusa Empréstimo de um HC para treinar operador na transferência da posição Eclusa/Pesagem Guarda piso Acompanhamento e verificação de notas e itens da inspeção sinistro
TURNO 1	13/08/2025	Marcior	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	 7 com chamados abertos 	5	6	2881	2870 2877	2870 2877	2870+2881	2882  898976734	2	1	Atendimento pesagem  Atendimento engenharia 2 veículos de dedutíveis carregados  Tratativas de NFS pendentes  
TURNO 2	13/08/2025	Edmars	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	4 NF com chamados abertos	8	8	0	2867	2881	2881 / 2882	2883 2884 2885 2894	3	0	Atendimento de pendências; Tratativa dos campos transitórios; Atendimento a remessa se SJP; Atendimento de ordens complementares;
TURNO 3	13/08/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	4 NFs chamado aberto	0	0	2884	2882/2883	2883	2883- 115 separados (concluído)  2884- 48 posições separadas 56 pendentes	2885	4 itens	1 item	Atendimento complementar Atendimento de pendências Apoio a pesagem na transferência de alguns itens Guarda de piso Atuação nos itens baixados no check de posições Devolução 105 posições Atuação no Campo transitório  Reunião TAD 
TURNO 1	14/08/2025	Marcior	0	0	0	0	0	0	0	0	1 no segundo turno 	0	0	0	0	2 de pendências 	0	5 com chamado 	0	0	Finalizando 2894	2883	2884	2884+2894	2885	3	1	Guarda dos itens divergentes  Atendimento a pendências  Atuamos nas NFS pendentes com chamados  Atendimento a pesagem  Reunião do TAD Treinamento a área de pesagem EWM 
TURNO 2	14/08/2025	Edmars	0	0	0	0	0	0	0	0	2	1	1	0	0	2	0	3 NF com Chamados abertos	1	1	2895	2884	2885	2885	2888/ 2890 / 2902	0	0	Atendimento a pesagem: Atendimento de complementares; Baixa de material para engenharia; Atendimento a qualidade; Quantidade de HC 5; Atuação em campo transitórios
TURNO 3	14/08/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3 NFs com chamado	0	0	2890	2887/2888	2888	2891/2897/2896/2888	2892	4	1	Atendimento a pesagem Atendimento a pendências Atendimento complementar Devolução Tratativa e guarda de itens do check de posições Guarda de paletes piso Contagem 4 itens Recontado 1 item Tratativa campo transitório Paradão- 30min
TURNO 1	15/08/2025	Marcior	0	0	0	Coopercarga para descarregar 	Maxisane descarregando 	0	0	0	3	3	0	2 que foram tratadas 	10	0	12	2 de transferência com chamado sendo acompanhado 	0	0	2890- 240 posições 	2890 2888	2888	2890 em andamento 	2902	4	1	Atuamos na devolução  Atuamos em NFS pendentes  Atuamos em solicitação de NF,s Atuamos em contagem  Atuamos em solicitações da fábrica  Carregamos uma carga de ibc oxiteno 
TURNO 2	15/08/2025	Edmars	0	0	0	0	0	0	0	0	3	3	0	12	12	12	0	3 NFs com chamados abertos	8	8	2902	2888	2890	2890	2903 2904 2905 2899	0	0	Atendimento a pesagem; Atendimento a solicitações de armazenagem de paletes de engenharia e facilite; Atuamos em campos transitórios; Separação da remessa de SJP;
TURNO 3	15/08/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	3	3	0	12	12	12	0	2 Transferência com chamado	0	0	2903 95 posições separadas 21 pendentes	2888	2890/2902	 Cremes 2902 Hidro 2899	2904/2905	5 Itens	0	HCs 3 disponíveis- Solicitado empréstimo de uma HC para atender as atividades prioritárias  Atendimento a pesagem Atendimento a pendências Guarda piso Devolução Contagem Campo Transitório DDC Extraordinário- Segurança/Uso de EPI  
TURNO 1	16/08/2025	Marcior	0	0	0	0	Descarregando 	0	0	0	1	Descarregando 	0	0	0 descarregando 	0	0	3 com chamado 	6	6	2904	2890	2903	2803+2904	2905	4	2	Atendemos fabrica  Guarda de devolução  Tratativas de tarefas pendentes  Contagem 
TURNO 2	16/08/2025	Edmars	0	0	0	0	0	0	0	0	1	1	0	0	13	13	0	3 NFs, chamados abertos 	8	8	2900	2890	2902	2903/2904/2905	2911/2912	4	0	Atendimento a pesagem; Atuação nos campos transitórios; Atendimento de ordens complementares
TURNO 3	17/08/2025	Uilliam Oliveira	0	0	0	0	0	0	0	0	1	1	0		16	14		2	0	0	0		2900	2900 - 2911 - 2912	0	4	0	atendimento de pendencias atendimentos de complementar compactação da rua 06 guarda do piso de mp guarda devolução guarda de dedutível: 12 paletes contagem de posição ineficiente pacote 2911 - 2912: na rua 06 ativação de T.U: 12 NF  
TURNO 1	18/08/2025	Marcior	0	0	0	0	Liberado acesso 	0	0	0	3	1 liberada 	1	0	7	6	1	3 com chamado 	12	12	0	2915	2911	2915	0	4	2	Atendimento pesagem  Guarda  Guarda devolução  Baixa de ibcs área externa  Movimentacao de paletes da rua 6 para eclusa  
TURNO 2	18/08/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	3	2	1 No Show (SYV0J37)	10	1	11	0	04 (Chamados abertos)	8	8	2921 Hidro		2912	2917 Cremes (Rua 02) 2918 (Complementar) 2919 (Complementar)	N/A	0	0	Atendimento Pesagem Guarda Piso Guarda Devolução Liberação e conclusão de Nf´s pendentes Carga de Dedutíveis na rua 08 (Carregamento previsto p/amanhã 19/08/25)  
TURNO 3	18/08/2025	Uilliam Oliveira	0	0	0	0	0	0	0	0	3	2	1 NO SHOW	10	1	11	0	4	4	4	2934	2917		2917 - 2918 - 2919 - 2921	0	7	1	Atendimento a complementares Atendimento a pendencias recebimento de paletes de dedutível  Atuação no campo transitórios Ajustes de tarefas pendentes Guarda devolução Guarda da qualidade 14 paletes Pacote 2934: rua 02 Pacote 2921: rua 06 Organização do piso     
TURNO 1	19/08/2025	Marcior	0	0	0	0	0	0	0	0	4	2	2	0	5	3	2 detergente 	3 com chamado 	10	10	2924	2921+2917	2934	2934+2936	2937 Hidro 	2	1	Guarda do piso  Movimentação dos paletes dedutíveis  Atendimento a pesagem waves anteriores  Atendimento a fabricação  Carregamento de 2 veículos de dedutíveis 54 paletes  Movimentação dos paletes da engenharia para descarte  Ajustes de tarefas pendentes Ajustes de recurso presos pesagem  
TURNO 2	19/08/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	4	4	02 (Para ás 14:00 e 17:00)	0	31	24  (14 para embalar)	07 (Para lançar)	04 (Chamados abertos, aguardando retorno)	6	6	N/A			2924 Cremes 2937 Hidro (Rua 02)	2926 Cremes 2967 Cremes 2928 Cremes	0	0	Atendimento Pesagem Guarda Piso Guarda Devolução e Eclusa Liberação e conclusão de Nf´s pendentes Atendimento á Engenharia (Baixa de pallet teste) Atendimento guarda MP Manserv Limpesa geral da área Atualização de check list da área Carregamento de 24 IBC´s vazios da Oxiteno (Veiculo Placa JSS8G28 - NF.: 000097129)
TURNO 3	19/08/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	4	4	0	0	23	Lançadas 16 pendentes 6	0	4 chamado aberto	0	0	2927	2934	2926/2927	2926/2927	2928	0	0	Atendimento a pesagem Atendimento pendência do grupo 2934 Atendimento complementar Movimentação paletes para Eclusa Devolução Tratativa de Campo transitório Tratativa tarefa pendentes Guarda piso
TURNO 1	20/08/2025	Marcior	0	0	0	Coopercarga 	0	0	0	0	3	1 liberada 1	1	6	12	9	8	4 com chamado aberto 	8	8	2928	2927	2926	2927+2928 parcial 	0	0	0	Atendimento a pesagem  Aténdimento pendências gerais  Atendimento complementar  Guarda Devolução  Tratativas de tarefas pendentes e recursos  Descida de 18 paletes de granéis  Solicitação de 9 NF de ibc oxigênio 2 NF de ibcs BASF disponível 
TURNO 2	20/08/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	3	2	01 - Maxsane (Detergente)	9	21	5	13 (Todas com TU´s  já lançadas)	03 Divergentes 	10	10	2952 Hidro (95% Separada - Concluir Pendência)		2926	2928 (Rua 02) 2927 (Rua 06) 	N/A			Atendimento a divergências Pesagem  Atendimento Complementares ( 2930/2941/2940/2953) Atendimento a Fabricação Devolução Embalamento  Lista de Treinamento para coletar assinaturas Porta da Eclusa foi colocada na nova entrada, ainda sem o botão de acesso pedestre externo, apenas com o sensor de maquinas. Conclusão do serviço p/amanhã.
TURNO 3	20/08/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	3	2	1	9	21	18	0	6 NFs com chamado	0	0	0	2926	2927	2928	0	0	0	Atendimento a pesagem Atendimento pendência Movimentação para Eclusa Paradão+laboral 40 minutos Guarda piso Devolução Lançamento notas Ativação de TU Tratativas de Tarefas em aberto   
TURNO 1	21/08/2025	Marcior	0	0	0	0	0	0	0	0	0	1 filme PVC 	0	0	0	5 de pendências 	1	4 com chamados abertos e sendo acompanhando 	5	5	2954	2952	2954	2954 parcial 	N/a	0	0	Guarda devolução  Guarda do piso  Tratamos NFS pendentes  Movimentamos paletes da engenharia para rua 8 Movimentamos 8 paletes de vencidos pararia 8 Tratamos pendências de waves anteriores  Atendimento a pesagem  Atendimento a fabricação  Movimentação de waves anteriores para a pesagem  
TURNO 2	21/08/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	04 - NF´s chamados em aberto.	8	8	2948 Cremes 	2954 Cremes	2954 Cremes (Parcial) 2950 Hidro  (Parcial)	2950 Hidro (Rua 02) 2954 Cremes 2945 (Complementar)	2961 Cremes 2962 Cremes			Guarda Devolução e Piso; NF´s Pendentes tratadas e liberadas; Baixados 07 paletes de Dedutíveis, totalizando 184 itens, movimentados p/rua 08; Atendimento a divergências Pesagem; Atendimento Complementar; Tratamento MP (Campo Transitório); Atendimento a Qualidade;      
TURNO 3	21/08/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4 com chamado aberto	0	0	2961 75 posições separadas 41 pendentes	2948	2950	2948/2961	2962	0	0	Atendimento a pesagem Atendimento complementar Guarda de Devolução Guarda de piso Guarda de 14 paletes de dedutíveis ME- Rua 08 Separação de itens dedutíveis MP-Rua 08 Tratativa campo transitório
TURNO 1	22/08/2025	Marcior	0	0	0	0	0	0	0	0	3	2	1	0	29	0	29	3;com chamado aberto sendo acompanhado 	5	5	2662	2961	2962	2961	2968	0	0	Atuamos em devolução eclusa  Descemos 20 paletes de dedutível e carregamos 1 carreta  Carregamos uma carreta de ibc  Carreta das 08 atrasou ,gerando atraso no recebimento  Atuamos em tarefas pendentes  Fizemos um treinamento de consulta  com conferente da eclusa para não ficar com o recurso preso em coletor  Atuamos em NFS pendentes 
TURNO 2	22/08/2025	Edmars	0	0	0	0	0	0	0	0	3	3	0	29	6	19	0	3 NF com chamados abertos 	11	11	2975	2962	2968	2968 /2962	2976/2977/2979	0	0	Atendimento a ordens complementares; Atendimento a área terceiras; Realização da TAD; Retirada do consol; Guarda do piso.
TURNO 3	22/08/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	3	3	0	0	17	15	0	2 Para abrir Chamado 	0	0	2976 12 Separadas 89 Pendentes	Cremes 2962 	Creme 2975 Hidro 2979	2975/2979	2977	0	0	Atendimento a pesagem Atendimento de Wave complemantar Ativação TU 18 Nfs Lançamento NFs 15 Nfs Separação dedutível Devolução Movimentação para Eclusa Guarda piso Tad Super/ Treinamentos conferentes-1:00hs 
TURNO 1	23/08/2025	Bruno Raimundo	0	0	0	0	0	0	0	0	2	1	1	5	0	2	0	2 NFs transferência, data de validade inferir a 90 dias	0	0	2983	2968	2979	2975 / 	2977	0	0	Tratativas de notas fiscais pendentes Guarda de piso Movimentação de dedutíveis 
TURNO 2	23/08/2025	Edmars	0	0	0	0	0	0	0	0	3	2	1	3	0	1	0	4 NFs com chamados abertos 	8	8	2977	2976	2983	2983	899155347 (SJP) / 2994	0	0	Atendimento de ordens complementares; Atendimento de materiais não produtivos; Baixando de Dedutível; Atuando e devolução; Tratativa de Campos transitórios. 
TURNO 3	23/08/2025	Uilliam Oliveira	0	0	0	0	0	0	0	0	2	1			3	2	0	1 NF 607817 (Sem lote)	0	0	0	2976	2977-2994	2994	899155347/SJP	0	0	HC-2 Antecipação de veiculo agendado para 10hs - 24/08 Ativação de T.U Armazenamento de material de dedutível(M.E) 30 PALETES Guarda do piso Guarda da devolução   Atendimento a pesagem Atendimento a complementar Ajuste de tarefas pendentes  
TURNO 3	24/08/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	2	2	0	0	10	10	0	3 notas pendentes com chamado aberto	0	0	3004	CREME 3002/ HIDRO 2989	CREME 3003/ HIDRO 2989	3003/2929	0	0	0	Atendimento a pesagem Atendimento a pendência Ativação TU Guarda piso Guarda Devolução Armazenamento de material dedutível ME Organização da Rua 06 Movimentação de paletes para Eclusa DDS extraordinário devido a uma ocorrência no armazém novo- 15 minutos
TURNO 1	25/08/2025	Marcior	0	0	0	1 descarregando 	1 dedutível carregando 	0	0	0	3	2	1 descarregando 	0	2	0	5	ND pendentes ,com chamado ,sendo monitorados 	3	3	3004	3003	3003	3004	N/a	0	0	Baixamos 56 paletes de dedutível  Carregamos 1 e deixamos um sendo carregado  Atuamosnnas NF,s pendentes  Tamos no canoa transitório retiramos R$ 283.000,00 hoje  Deixamos paletes para serem movimentados de dedutível na rua 4 Baixamos matérias para envase de cremes Demos baixa em RIM , baixadas de entrega dos turnos anteriores  
TURNO 2	25/08/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	3	2	01 -  ME	5	5	5	1	01 - P/Embalar 03 - Pendentes (Sem Lote)	8	8	3008 (60% concluída)		3004 Cremes	3004 Cremes 3008 Cremes (Rua 02) 3007 (Complementar)	3012 Hidro 3013 Complementar			Baixa e relocação dos pallets de dedutíveis (Final das ruas 05/04/03 e 02) e armazenado/posicionados material dedutível ME na rua 08; Tratativa de Campo transitório; Atendimento á Pesagem; Atuação em Devolução; Embalamento e Guarda; Atuação nas Notas Fiscais com pendências Atendimento de Pendencias em wave de turnos anteriores Carregamento de carga dedutível concluído Limpeza do armazém realizada  
TURNO 3	25/08/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	3	2	1	5	5	6	0	8 com chamado aberto para criação de lotes	0	0	0	3008	3008	Hidro 3012/ Cremes 3008	0	0	0	Atendimento a Pendencias grupo 3004 Atendimento complementar a pesagem Guarda piso Guarda paletes qualidade Baixa de 20 paletes de dedutíveis ME para Expedir Movimentação de MP da rua 06 Separação dedutíveis MP Movimentação de paletes do corredor para rua 6 Tratativa campo transitório Movimentação de paletes para Eclusa
TURNO 1	26/08/2025	Marcior	0	0	0	0	0	0	0	0	3	2	1 para 16:00	0	13	6	11	9 com chamados 	4	4	3009	3008	3009	3009 parcial 	3017 + 899155347 transferência 	0	0	Atendimento a pendência de waves anteriores  Atendimento complementares  Guarda do piso  Guarda devolução  Carregamento de um veículo dedutível  Tratativa de campo transitório Tratativa tarefas pendentes.
TURNO 2	26/08/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	3	3	0	11	14	28	0	03 Nf´s pendentes lançadas/resolvidas; 04 Nf´s aguardando retorno do chamado aberto; 02 Nf´s liberdas para lançamento (Lotes enviados); 	9	9	N/A		3009 CREMES 3017 HIDRO	3009 CREMES 3017 ECLUSA	3022 HIDRO			Atendimento a pendências; Atendimento a Fabricação; Guarda Devolução; Atendimento á Pesagem; Tratativa de Nf´s pendentes e liberação de MP´s do piso; Organização geral da área; Movimentação de dedutivéis; Tratativa de Campo transitório; 
TURNO 3	26/08/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	3	3	0	11	14	28	0	3- chamado aberto	0	0	0	Cremes 3009/ Hidro 3022	3022	3022	0	0	0	Atendimento a pesagem Atendimento a pendência Devolução Movimentação paletes para Eclusa Remessa SJP- Separado e enviado para Expedição- 9 Paletes Guarda de paletes no piso- 51 paletes Tratativa de Campo Transitório Verificação de tarefas Reunião tratativa campo transitório- 1:00hs 
TURNO 1	27/08/2025	Marcior	0	0	0	0	0	0	0	0	2	2	0	2	11	5	8	5 com chamados 	10	10	3024	3024	3024	3024 parcial 	3020+3028	0	0	Atuamos em devolução  Notas fiscais pendentes  Recebimento  Organização e limpeza  Atendimento a complementares  Atendimento a pendências  Solicitação a NF ibcs 
TURNO 2	27/08/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	2	2	0	8	2	10	0	06 - Chamados aberto	10	10	3028 CREMES (Pendência)	3028 CREMES	3028 CREMES	3020 HIDRO 3027 Complementar	3029 HIDRO 3031 Complementar			Atuação nas Nf´s pendentes Atendimento á Devolução Embalamento de todas as MP´s  Atendimento á complementar Atendimentos as pendências Atendimento á Fabricação Organização da área Recebimento de material Facilites Movimentação dos pallets de Papelão e Plástico da rua 04 p/a rua 08 Movimentação dos pallets de Dedutíveis p/a rua 08 
TURNO 3	27/08/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	7 com chamado aberto	0	0	o	3028/3029		3028/3029/3031	0	0	0	Atendimento a pesagem Atendimento complementar Guarda piso Devolução Movimentação paletes para Eclusa Organização rua 06- Movimentação paletes plástico  Organização rua 02- Retirada dos itens sem filmar do nível 2 a 7, realizado filmagem e compactação. Organização da rua 03- até a posição 03-026-02 (lado par) Tratativa Campo Transitório Tratativa tarefas pendentes Treinamentos com a Equipe sobre os temas abaixo: -Transferência Odisseia  -Organização Câmara fria -Identificação visual com etiquetas de cores dos itens Controlado/Inflamável e Refrigerado nos processos de Recebimento/Armazenagem e Abastecimento Reciclagem- Divergência peso da etiqueta de matéria- atenção ao preenchimento ao embalar, verificação durante a separação /Devolução- não retirar paletes com item sujo de matéria ou qualquer outra divergência.
TURNO 1	28/08/2025	Marcior	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3 com chamado aberto ,sendo tratados 	3	3	3032 -240 posições ,restando apenas as pendências já geradas 	3032	3032	3032	3033+3035	0	0	Guarda do piso  Guarda paletes devolução  Tratamos 6 notas de pendências e deixamos 3 ja em andamento  Carregamos 20 paletes de dedutíveis vencidos  Atuamos em limpeza e organização  Atuamos nas movimentações dos ibcs das ruas para a rua 8 Demos continuidade nos paletes sem filmes  Atuamos em pendências da pesagem  
TURNO 2	28/08/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	0	0	0	0	01 - Transferência SJP	3		02 - NF´s resolvidas que estavam pendentes	6	6	N/A 	3033	3033	3032 CREMES 3036 Complementar 3038 Complementar 3039 Complementar 3051 Complementar 3033 Cremes	3056 Complementar 3035 Cremes 3055 Hidro			Atendimento á complementares Atendimento á pesagem Tratativas de Pendências  Devolução Movimentação de 12 pallets de Dedutíveis  Atuação em Campos Transitórios  Tratativas de Tarefas pendentes Organização geral da área 
TURNO 3	28/08/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2 com chamado aberto	0	0	3055	3035	3035	CREMES 3035  HIDRO 3055- Separadas Pendentes	Sem Wave em fila	0	0	Atendimento a pesagem Atendimento a pendência Atendimento Complementar Tratativa campo transitório Guarda e organização piso Separação paletes dedutível- 15 paletes Movimentação palete para Eclusa  
TURNO 2	29/08/2025	Daise Farias T_randstad	0	0	0	0	0	01 - OKD8407	0	0	4	4	01 - OKD8407	12	10	19	05 ( Ag. descarregar - Em Doca 24)	03 NF-s P/Chamado (Sem Lotes)	6	6	3058 HIDRO	3047 CREMES	3047 CREMES	3047 CREMES 3058 HIDRO	3049 CREMES 3050 CREMES 			Atendimento as Pendências e tratativas de Transitórios; Atendimento Fabricação; Guarda Devolução; Movimentação de materiais inflamáveis dentre posições p/o 2AI; 
TURNO 3	29/08/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	4	4	0	12	20	5	0	3 com chamado	0	0	3049	3049	3049/3058	3047(pendência) 3058 3049	3050	0	0	Atendimento a pesagem Atendimento  a pendencias Movimentação de paletes para Eclusa Tratativa de Tarefas pendentes Tratativas de Campo transitório Filmagem e guarda de deduiveis Recebimento  Guarda de piso Devolução 
TURNO 1	30/08/2025	Marcior	0	0	0	0	0	0	0	0	3	2	1 agendamento 2°	0	9	9	0	3 com pendências 	10	10	3059	3049	3049	3049	0	0	0	Movimentações dos ibcs para área externa  Atuamos em devolução  Atuamos em tarefas  Guarda do piso  Atuação em 5s
TURNO 2	30/08/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	3	3	0	0	3	3	0	03 - Chamados em aberto.	6	6	3071 HIDRO	3050 CREMES 3071 (PARCIAL)  	3071 HIDRO	3050 CREMES 3061 COMPLEMENTAR  	3062 CREMES			Atuação em pendências  Tratativas em tarefas pendentes Atendimento á Pesagem Embalamento e Guarda de Piso Guarda Devolução Atendimento á Qualidade Atendimento á Fabricação
TURNO 3	30/08/2025	Vanete Assuncao	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	3 com chamado aberto	0	0	3063	3062	3062/3063	3071- Pendências 3062 3063- 74 posições separadas 62 restantes	3064	0	0	Atendimento a Pendências Atendimento Complementar Devolução Movimentação de paletes para Eclusa Turno com 3 HCs- Força tarefa para o atendimento do grupo. Pois estávamos sem grupo a frente da pesagem.  
TURNO 3	31/08/2025	Uilliam Oliveira	0	0	0	0	0	0	0	0	1	0				3		1	0	0	3074 - 45% separado	3064	3073	3073	3067	0	0	Atendimentos a pesagem Atendimento a complementares Guarda de devolução Atuação nos campos transitórios  Tratativas de divergência no estoque  Guarda de material de amostra  
TURNO 1	01/09/2025	Marcior	0	0	0	0	0	0	0	0	4	3	1	5	9	9	5	1 com chamado aberto 	2	2	3067	3073	3074	3074	0	0	0	Atendimento de pendências  Atendimento de complementares Guarda do piso Guarda devolução  Recebimento NFS pendentes  
TURNO 2	01/09/2025	Daise Farias T_randstad	0	0	0	0	0	0	0	0	4	4	0	8	1	9	15 Nf´s ( Veiculo RXN1D21 - Descarga finalizada ás 21:45 hr)	02 Nf´s para chamado (Sem Lote Boticário/Sem campo para lançamento de Lote)	9	9	3082 CREMES	3081 CREMES	3081 CREMES	3067 HIDRO 3081 CREMES 3083 COMPLEMENTAR	3084 CREMES			Embalamento e Guarda de piso Guarda Devolução Atendimento de Pendências e Complementares Atendimento á Fabricação  Atendimento á Engenharia (Liberação material para teste e guarda de novos paletes) Atendimento Manserv Movimentação de MP´s inflamáveis dentre posições para o 2AI. Limpeza da área de 2AI  
